Experiment,Description,Status,w1_Demand,w2_Fairness,w3_Cost,Objective Value,G1 Demand Deviation Normalized,G2 Fairness Deviation Normalized,G3 Extra Cost Normalized,Course Demand Deviation Raw,Fairness Deviation Raw,Total Pay Cost,Extra Pay Cost,Total Remaining Load,Total Assigned Hours,Average Load Per TA,Total Secondary Marker Hours,Min TA Workload,Max TA Workload,Workload Range
experiment_3_strong_fairness_low_cost,Strong fairness emphasis with low cost concern,Optimal,0.4,0.55,0.05,0.036151,0.012665,0.012665,0.48238,5.75,5.75,519.7,65.7,454.0,448.25,56.75,238.167,51.0,56.75,5.75
