Experiment,Description,Status,w1_Fairness,w2_Cost,Objective Value,G1 Fairness Deviation Normalized,G2 Extra Cost Normalized,Fairness Deviation Raw,Total Pay Cost,Extra Pay Cost,Total Remaining Load,Total Assigned Hours,Average Load Per TA,Total Secondary Marker Hours,Min TA Workload,Max TA Workload,Workload Range
experiment_2_fairness_focused,Greater emphasis on fairness,Optimal,0.6,0.4,0.230103,0.02533,0.537262,11.5,527.175,73.175,454.0,454.0,56.75,243.917,51.0,62.5,11.5
