Experiment,Description,Status,w1_Demand,w2_Fairness,w3_Cost,Objective Value,G1 Demand Deviation Normalized,G2 Fairness Deviation Normalized,G3 Extra Cost Normalized,Course Demand Deviation Raw,Fairness Deviation Raw,Total Pay Cost,Extra Pay Cost,Total Remaining Load,Total Assigned Hours,Average Load Per TA,Total Secondary Marker Hours,Min TA Workload,Max TA Workload,Workload Range
experiment_1_balanced,Balanced demand and fairness with moderate cost concern,Optimal,0.4,0.4,0.2,0.059985,0.44989,0.44989,-1.499633,204.25,204.25,249.75,-204.25,454.0,249.75,56.75,0,0.0,56.75,56.75
